exercise_name,action,excel_original_name,exercise_name_diff,force_diff,equipment_diff,mechanic_diff,difficulty_diff,advanced_isolated_muscles_diff
Treadmill Sprint,insert,Treadmill Sprint,,None -> Push,None -> Cardio,None -> Compound,None -> Beginner,
Treadmill Walk,insert,Treadmill Walk,,None -> Push,None -> Cardio,None -> Compound,None -> Beginner,
Hamstring Stretch Supine Glide,insert,Hamstring Stretch Supine Glide,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Supine Dynamic Band,insert,Hamstring Stretch Supine Dynamic Band,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Gastrocnemius Stretch Push Up Position,insert,Gastrocnemius Stretch Push Up Position,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Gastrocnemius
Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,insert,Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Anterior Deltoid; Posterior Deltoid
Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,insert,Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Anterior Deltoid; Posterior Deltoid
Core Stability Regression Crosslateral Limb Raise Push Up Position,insert,Core Stability Regression Crosslateral Limb Raise Push Up Position,,None -> Push,None -> Recovery,None -> Compound,None -> Advanced,None -> Anterior Deltoid
Kneeling Quad Stretch,insert,Kneeling Quad Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Hip Rotator Stretch 3 Seated,insert,Glute Hip Rotator Stretch 3 Seated,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,
Towel Knee Extension,insert,Towel Knee Extension,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Crosslateral Core Stabilisation Unilateral Load Kettlebell,insert,Crosslateral Core Stabilisation Unilateral Load Kettlebell,,None -> Hold,None -> Recovery,None -> Compound,None -> Intermediate,None -> Obliques
Seated Doming,insert,Seated Doming,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Kettlebell Kneel To Stand Shoulder Flexion Bent Elbow Hold,insert,Kettlebell Kneel To Stand Shoulder Flexion Bent Elbow Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Intermediate,
Bench Lift Off Active,insert,Bench Lift Off Active,,None -> Push,None -> Recovery,None -> Compound,None -> Intermediate,None -> Lower Abdominals; Lower Traps
Side Shoulder Girdle Stability Circles,insert,Side Shoulder Girdle Stability Circles,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder Girdle Stability Circles,insert,Shoulder Girdle Stability Circles,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Calf Stretch On Box Bilateral,insert,Calf Stretch On Box Bilateral,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Calf Raise Isometric Unilateral,insert,Calf Raise Isometric Unilateral,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Ys,insert,Ys,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Dumbbell Wrist Supinations Pronations,insert,Dumbbell Wrist Supinations Pronations,,None -> Push,None -> Dumbbells,None -> Isolation,None -> Beginner,
Seated Wrist Flexor Stretch,insert,Seated Wrist Flexor Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Wrist Flexors
Seated Wrist Extensor Stretch,insert,Seated Wrist Extensor Stretch,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Wrist Extensors
Wrist Extensor Mobilisation,insert,Wrist Extensor Mobilisation,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,None -> Wrist Extensors
Wrist Extensor Kneeling Hold,insert,Wrist Extensor Kneeling Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Wrist Extensors
Bosu Ball Single Leg Squat,insert,Bosu Ball Single Leg Squat,,None -> Push,None -> Recovery,None -> Compound,None -> Beginner,
Seated Upper Trap And Suprispinatus Stretch,insert,Seated Upper Trap And Suprispinatus Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Ulnar Nerve Tensioner,insert,Seated Ulnar Nerve Tensioner,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Ulnar Nerve Slider,insert,Seated Ulnar Nerve Slider,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Ulnar Deviations,insert,Ulnar Deviations,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Thoracic Flexion And Extensions,insert,Thoracic Flexion And Extensions,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder Flexion Thoracic Extensions,insert,Shoulder Flexion Thoracic Extensions,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Thoracic Extensions Foam Roller,insert,Thoracic Extensions Foam Roller,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Laying Ts,insert,Laying Ts,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Traps (mid-back)
Alternating Swipe Around,insert,Alternating Swipe Around,,None -> Pull,None -> Recovery,None -> Compound,None -> Beginner,
Swipe Around,insert,Swipe Around,,None -> Pull,None -> Recovery,None -> Compound,None -> Beginner,
Bodyweight Step Up Knee Drive,insert,Bodyweight Step Up Knee Drive,,None -> Push,None -> Bodyweight,None -> Compound,None -> Intermediate,
Single Leg Eccentric Box Squat,insert,Single Leg Eccentric Box Squat,,None -> Push,None -> Recovery,None -> Compound,None -> Beginner,
Single Leg Concentric Squat,insert,Single Leg Concentric Squat,,None -> Push,None -> Recovery,None -> Compound,None -> Beginner,
Soleus Stretch,insert,Soleus Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Soleus
Skydiver,insert,Skydiver,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Skater Squat,insert,Skater Squat,,None -> Push,None -> Recovery,None -> Compound,None -> Intermediate,
Box Supported Single Leg Deadlift,insert,Box Supported Single Leg Deadlift,,None -> Pull,None -> Recovery,None -> Compound,None -> Advanced,
Banded Side Walks,insert,Banded Side Walks,,None -> Push,None -> Band,None -> Isolation,None -> Beginner,None -> Gluteus Medius
Side Step On And Off Box,insert,Side Step On And Off Box,,None -> Push,None -> Recovery,None -> Compound,None -> Beginner,
Kettlebell Walking Shoulder Flexion Bent Elbow Hold,insert,Kettlebell Walking Shoulder Flexion Bent Elbow Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Kettlebell Shoulder Flexion Bent Elbow Hold,insert,Kettlebell Shoulder Flexion Bent Elbow Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder Flexion Wall Stretch,insert,Shoulder Flexion Wall Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Standing Shoulder Flexion Mobility,insert,Standing Shoulder Flexion Mobility,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Dumbbell Pullover Eccentrics,insert,Dumbbell Pullover Eccentrics,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder External Internal Rotation,insert,Shoulder External Internal Rotation,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder External Rotation Deceleration,insert,Shoulder External Rotation Deceleration,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Band Shoulder Y Raise,insert,Band Shoulder Y Raise,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Pushup Position Shoulder Clock,insert,Pushup Position Shoulder Clock,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Shoulder Abduction Stretch,insert,Shoulder Abduction Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Standing Shoulder Abduction,insert,Standing Shoulder Abduction,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Shoulder Abduction,insert,Seated Shoulder Abduction,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Dumbbell Service Exercise,insert,Dumbbell Service Exercise,,None -> Pull,None -> Recovery,None -> Compound,None -> Beginner,
Serratus Activation Cross Punch,insert,Serratus Activation Cross Punch,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,None -> Chest
Bosu Serratus Activation Active Plank,insert,Bosu Serratus Activation Active Plank,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Chest
Serratus Activation Active Plank,insert,Serratus Activation Active Plank,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Chest
Bosu Serratus Activation Plank,insert,Bosu Serratus Activation Plank,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Chest
Serratus Activation Plank,insert,Serratus Activation Plank,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Chest
Scapular Retraction,insert,Scapular Retraction,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Traps (mid-back)
Scapular Protraction,insert,Scapular Protraction,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Scapular Elevation,insert,Scapular Elevation,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Upper Traps
Scapular Depression,insert,Scapular Depression,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Lower Traps
Side Lying External Rotator Cuff Stretch,insert,Side Lying External Rotator Cuff Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Rotator Cuff External Rotations 3,insert,Rotator Cuff External Rotations 3,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Rotator Cuff External Rotations 2,insert,Rotator Cuff External Rotations 2,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Rotator Cuff External Rotations 1,insert,Rotator Cuff External Rotations 1,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Radial Nerve Tensioner,insert,Seated Radial Nerve Tensioner,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Radial Nerve Slider,insert,Seated Radial Nerve Slider,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Resisted Radial Deviation,insert,Resisted Radial Deviation,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Quad Stretch,insert,Seated Quad Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Band Floor Quad Stretch,insert,Band Floor Quad Stretch,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Foam Roller Quad Mobilisation,insert,Foam Roller Quad Mobilisation,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
QL Mobilisation Floor Foam Roller,insert,QL Mobilisation Floor Foam Roller,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Prayer Stretch 2 Roller,insert,Prayer Stretch 2 Roller,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,
Seated Hip Flexion Hold,insert,Seated Hip Flexion Hold,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,None -> Rectus Femoris
Band Glute Kickback Hold,insert,Band Glute Kickback Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hip Extension Into Side Flexion,insert,Hip Extension Into Side Flexion,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Prayer Stretch 1,insert,Prayer Stretch 1,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,
Prayer Stretch Side Bend,insert,Prayer Stretch Side Bend,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,None -> Obliques
Prone Single Leg Hip Extension Hold,insert,Prone Single Leg Hip Extension Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hip Extension External Rotation Pulses 4Pt Position,insert,Hip Extension External Rotation Pulses 4Pt Position,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hip Extension External Rotation 4Pt Position,insert,Hip Extension External Rotation 4Pt Position,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Rotator Cuff Mobilisation Lacrosse Ball,insert,Rotator Cuff Mobilisation Lacrosse Ball,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hip Extension 4Pt Position Hold,insert,Hip Extension 4Pt Position Hold,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Supine Static,insert,Hamstring Stretch Supine Static,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Static Standing Single Leg,insert,Hamstring Stretch Static Standing Single Leg,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Plantar Flexions,insert,Seated Plantar Flexions,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Seated Single Leg Isometric,insert,Hamstring Stretch Seated Single Leg Isometric,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Plank Saw,insert,Plank Saw,,None -> Hold,None -> Bodyweight,None -> Isolation,None -> Beginner,
Hamstring Stretch Seated Single Leg,insert,Hamstring Stretch Seated Single Leg,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Dynamic Supine Alternating,insert,Hamstring Stretch Dynamic Supine Alternating,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Stretch Dynamic Standing Bilateral,insert,Hamstring Stretch Dynamic Standing Bilateral,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Hamstring Mobilisation Seated Lacrosse Ball,insert,Hamstring Mobilisation Seated Lacrosse Ball,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Single Leg Slider Hamstring Curl 2,insert,Single Leg Slider Hamstring Curl 2,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Standing Neck Side Flexions,insert,Standing Neck Side Flexions,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Slider Hamstring Curl Single Leg,insert,Slider Hamstring Curl Single Leg,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Standing Neck Rotations,insert,Standing Neck Rotations,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Bodyweight Standing Hamstring Curl,insert,Bodyweight Standing Hamstring Curl,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Slider Hamstring Curl,insert,Slider Hamstring Curl,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Standing Neck Flexions,insert,Standing Neck Flexions,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Bodyweight Standing Hamstring Curl Isometric,insert,Bodyweight Standing Hamstring Curl Isometric,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Beginner,
Standing Neck Extensions,insert,Standing Neck Extensions,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Slider Hamstring Curl Eccentric,insert,Slider Hamstring Curl Eccentric,,None -> Pull,None -> Bodyweight,None -> Isolation,None -> Intermediate,
Hamstring Bridge With Elevated Legs Box Unilateral,insert,Hamstring Bridge With Elevated Legs Box Unilateral,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Hamstring Bridge With Elevated Legs Box Bilateral,insert,Hamstring Bridge With Elevated Legs Box Bilateral,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Hamstring Bridge Isometric Open Angle,insert,Hamstring Bridge Isometric Open Angle,,None -> Hold,None -> Bodyweight,None -> Isolation,None -> Beginner,
Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,insert,Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Hip Rotator Stretch 2 Seated,insert,Glute Hip Rotator Stretch 2 Seated,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,
Glute Hip Rotator Stretch 1 Seated,insert,Glute Hip Rotator Stretch 1 Seated,,None -> Hold,None -> Recovery,None -> Compound,None -> Beginner,
Glute Hip Rotator Stretch Supine,insert,Glute Hip Rotator Stretch Supine,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Stretch Knee Pull Dynamic Standing,insert,Glute Stretch Knee Pull Dynamic Standing,,None -> Pull,None -> Recovery,None -> Compound,None -> Beginner,
Standing Neck Mobility Circumductions,insert,Standing Neck Mobility Circumductions,,None -> Push,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Stretch Static Unilateral,insert,Glute Stretch Static Unilateral,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,
Seated Median Nerve Tensioner,insert,Seated Median Nerve Tensioner,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Bridge Isometric Hold Single Alternate,insert,Glute Bridge Isometric Hold Single Alternate,,None -> Hold,None -> Bodyweight,None -> Compound,None -> Beginner,
Seated Median Nerve Slider,insert,Seated Median Nerve Slider,,None -> Pull,None -> Recovery,None -> Isolation,None -> Beginner,
Glute Bridge Eccentric Unilateral,insert,Glute Bridge Eccentric Unilateral,,None -> Push,None -> Bodyweight,None -> Compound,None -> Beginner,
Gastrocnemius Stretch Unilateral On Box,insert,Gastrocnemius Stretch Unilateral On Box,,None -> Hold,None -> Recovery,None -> Isolation,None -> Beginner,None -> Gastrocnemius
