exercise_name,primary muscle group,secondary muscle group,tertiary muscle group,force,equipment,mechanic,difficulty,advanced_isolated_muscles
Dumbbell Stability Ball Wall Squat,Quads,Glutes,,Push,Dumbbells,Compound,Beginner,
Dumbbell Front Rack Stability Ball Wall Squat,Quads,Glutes,,Push,Dumbbells,Compound,Intermediate,
Stability Ball Wall Squat,Quads,Glutes,,Push,Bodyweight,Compound,Beginner,
Dumbbell Half Kneeling Romanian Deadlift,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Dumbbells,Compound,Intermediate,Gluteus Maximus; Lateral Hamstrings
Dumbbell Half Kneeling Goblet Romanian Deadlift,Glutes; Gluteus Maximus; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Dumbbells,Compound,Intermediate,Gluteus Maximus; Lateral Hamstrings
Kettlebell Half Kneeling Romanian Deadlift,Glutes; Hamstrings,Lower back,,Pull,Kettlebells,Compound,Intermediate,
Kettlebell Half Kneeling Goblet Romanian Deadlift,Glutes; Hamstrings,Lower back,,Pull,Kettlebells,Compound,Intermediate,
Half Kneeling Hip Hinge,Glutes; Hamstrings,Lower back,,Pull,Bodyweight,Compound,Intermediate,
Gironda Chin Up,Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Advanced,
Ring Chin Up,Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Intermediate,
Ring Twisting Chin Up,Lats,Biceps,Forearms,Pull,Bodyweight,Compound,Advanced,
Ring Pull Up,Lats,Biceps; Traps (mid-back),Biceps,Pull,Bodyweight,Compound,Advanced,Traps (mid-back)
Band High To Low Pallof Press Wood Chopper,Obliques,Abdominals,,Pull,Band,Isolation,Intermediate,Obliques
Band Low To High Pallof Press Wood Chopper,Obliques,Abdominals,,Pull,Band,Isolation,Beginner,Obliques
Band Pallof Press To Wood Chopper,Obliques,,,Pull,Band,Isolation,Intermediate,Obliques
Band Side Bend,Obliques,,,Pull,Band,Isolation,Novice,Obliques
Barbell Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Barbell,Compound,Advanced,
Barbell Hang Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Barbell,Compound,Advanced,
Cable Bar Kneeling Crunch,Abdominals,,,Pull,Cables,Isolation,Beginner,
Cable Braced Single Arm Chest Fly,Chest,,,Push,Cables,Isolation,Novice,Chest
Cable Braced Single Arm Chest Press,Chest,,,Push,Cables,Isolation,Beginner,Chest
Cable Braced Single Arm Internally Rotated Chest Fly,Chest,,,Push,Cables,Isolation,Novice,Chest
Cable Kneeling High To Low Wood Chopper,Obliques,Abdominals,,Pull,Cables,Isolation,Intermediate,Obliques
Cable Kneeling Low To High Wood Chopper,Obliques,,,Pull,Cables,Isolation,Intermediate,Obliques
Cable Kneeling Pallof Press,Obliques,,,Push,Cables,Isolation,Beginner,Obliques
Cable Kneeling Pallof Press To Wood Chopper,Obliques,,,Push,Cables,Isolation,Beginner,Obliques
Cable Kneeling Wood Chopper,Obliques,,,Pull,Cables,Isolation,Intermediate,Obliques
Dumbbell Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Hang Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Single Arm Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Dumbbells,Compound,Advanced,
Dumbbell Single Arm Hang Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Dumbbells,Compound,Advanced,
Kettlebell Hang Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Barbell Behind The Back 30 Degree Shrug,Traps,,,Pull,Barbell,Isolation,Beginner,
Barbell Behind The Back Shrug,Traps; Upper Traps,,,Pull,Barbell,Isolation,Beginner,Upper Traps
Barbell Behind The Neck Press,Shoulders; Front Shoulders,Triceps,,Push,Barbell,Compound,Intermediate,
Barbell Guillotine High Incline Bench Press,Chest,Triceps,,Push,Barbell,Compound,Advanced,Chest
Barbell Guillotine Incline Bench Press,Chest,Triceps,,Push,Barbell,Compound,Advanced,Chest
Barbell J M Press,Triceps,Chest,,Push,Barbell,Compound,Intermediate,Chest
Barbell Pullover,Lats,,,Pull,Barbell,Isolation,Intermediate,
Barbell Rack Pull,Traps (mid-back); Lower back,,,Pull,Barbell,Compound,Beginner,Traps (mid-back)
Barbell Shoulder Extension,Lats,,,Pull,Barbell,Isolation,Intermediate,
Barbell Spinal Jefferson Curl,Lower back,,,Pull,Barbell,Isolation,Intermediate,
Bodyweight Spinal Jefferson Curl,Lower back,,,Pull,Bodyweight,Isolation,Beginner,
Dumbbell Drag Curl,Biceps; Long Head Bicep; Short Head Bicep,,,Pull,Dumbbells,Isolation,Beginner,Long Head Bicep; Short Head Bicep
Dumbbell High Incline Skullover,Triceps,,,Push,Dumbbells,Isolation,Advanced,
Dumbbell Incline Twisting Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Neutral High Incline Bench Press,Shoulders; Anterior Deltoid; Chest; Front Shoulders,Triceps,,Push,Dumbbells,Compound,Novice,Anterior Deltoid; Chest
Dumbbell Single Arm Bench Wrist Curl,Forearms; Wrist Flexors,,,Pull,Dumbbells,Isolation,Novice,Wrist Flexors
Dumbbell Single Arm Bench Wrist Extension,Forearms; Wrist Extensors,,,Pull,Dumbbells,Isolation,Novice,Wrist Extensors
Dumbbell Single Arm Shoulder Extension,Lats,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Skullcrusher,Triceps,,,Push,Dumbbells,Isolation,Intermediate,
Dumbbell Spinal Jefferson Curl,Lower back,,,Pull,Dumbbells,Isolation,Intermediate,
Dumbbell Zottman Curl,Biceps,Forearms,,Pull,Dumbbells,Isolation,Beginner,
Kettlebell Drag Curl,Biceps; Long Head Bicep; Short Head Bicep,,,Pull,Kettlebells,Isolation,Beginner,Long Head Bicep; Short Head Bicep
Kettlebell Single Arm Shoulder Extension,Lats,,,Pull,Kettlebells,Isolation,Intermediate,
Kettlebell Spinal Jefferson Curl,Lower back,,,Pull,Kettlebells,Isolation,Intermediate,
Barbell Banded Back Squat,Quads,Glutes,Lower back; Groin,Push,Barbell,Compound,Intermediate,
Barbell Banded Deadlift,Glutes,Traps (mid-back); Lower back,,Pull,Barbell,Compound,Intermediate,Traps (mid-back)
Barbell Banded Front Squat,Glutes; Quads,Abdominals,,Push,Barbell,Compound,Advanced,
Barbell Banded Romanian Deadlift,Glutes; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Barbell,Compound,Intermediate,Lateral Hamstrings
Barbell Banded Split Squat,Glutes; Quads,,,Push,Barbell,Compound,Intermediate,
Barbell Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Barbell,Compound,Intermediate,Anterior Deltoid
Cable Bar Standing Crunch,Abdominals; Upper Abdominals,,,Pull,Cables,Isolation,Intermediate,Upper Abdominals
Cable High Single Arm Hammer Bayesian Curl,Biceps,,,Pull,Cables,Isolation,Novice,
Cable High Single Arm Hammer Rolling Curl,Biceps; Long Head Bicep,,,Pull,Cables,Isolation,Novice,Long Head Bicep
Cable High Single Arm Reverse Bayesian Curl,Biceps; Long Head Bicep,Forearms,,Pull,Cables,Isolation,Beginner,Long Head Bicep
Cable High Single Arm Reverse Rolling Curl,Biceps; Forearms; Wrist Extensors,,,Pull,Cables,Isolation,Beginner,Wrist Extensors
Cable High Single Arm Rolling Curl,Biceps; Long Head Bicep,,,Pull,Cables,Isolation,Novice,Long Head Bicep
Cable Leaning Single Arm Skullover,Triceps,,,Push,Cables,Isolation,Intermediate,
Cable Rope Standing Crunch,Abdominals,,,Pull,Cables,Isolation,Beginner,
Cable Standing High To Low Wood Chopper,Obliques,Abdominals,,Pull,Cables,Isolation,Intermediate,Obliques
Cable Standing Low To High Wood Chopper,Obliques,Abdominals,,Pull,Cables,Isolation,Intermediate,Obliques
Cable Standing Single Arm Incline Chest Fly,Chest,,,Push,Cables,Compound,Novice,Chest
Cable Standing Single Arm Incline Chest Press,Chest,Triceps; Front Shoulders,,Push,Cables,Compound,Intermediate,Chest
Cable Standing Single Arm Internally Rotated Incline Chest Fly,Chest,,,Push,Cables,Isolation,Beginner,Chest
Dumbbell Alternating Single Arm Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Dumbbells,Compound,Intermediate,Anterior Deltoid
Dumbbell Single Arm Push Press,Shoulders; Anterior Deltoid; Front Shoulders,Lateral Deltoid; Triceps,,Push,Dumbbells,Compound,Intermediate,Anterior Deltoid; Lateral Deltoid
Dumbbell Single Arm Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Dumbbells,Compound,Intermediate,Anterior Deltoid
Kettlebell Alternating Single Arm Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Kettlebells,Compound,Intermediate,Anterior Deltoid
Kettlebell Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Hang Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Hang Squat Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Single Arm Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Single Arm Hang Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Single Arm Push Press,Shoulders; Anterior Deltoid; Front Shoulders,Lateral Deltoid; Triceps,,Push,Kettlebells,Compound,Intermediate,Anterior Deltoid; Lateral Deltoid
Kettlebell Single Arm Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Kettlebells,Compound,Intermediate,Anterior Deltoid
Kettlebell Squat Clean And Jerk,Lower back; Glutes; Front Shoulders,,,Push,Kettlebells,Compound,Advanced,
Kettlebell Thruster,Glutes; Anterior Deltoid; Quads; Front Shoulders,Shoulders; Lateral Deltoid,,Push,Kettlebells,Compound,Intermediate,Anterior Deltoid; Lateral Deltoid
Cable Kneeling Oblique Crunch,Obliques,,,Pull,Cables,Isolation,Beginner,Obliques
Cable Single Arm Pushdown,Triceps,,,Push,Cables,Isolation,Novice,
Cable Standing Single Arm Cross Rear Delt Row,Shoulders; Posterior Deltoid; Rear Shoulders,Traps (mid-back),Biceps,Pull,Cables,Compound,Beginner,Posterior Deltoid; Traps (mid-back)
Cable Standing Single Arm Chest Fly,Chest,,,Push,Cables,Compound,Beginner,Chest
Cable Standing Single Arm Internally Rotated Chest Fly,Chest,,,Push,Cables,Isolation,Intermediate,Chest
Cable Standing Single Arm Chest Press,Chest,Anterior Deltoid; Triceps,,Push,Cables,Compound,Novice,Chest; Anterior Deltoid
Medicine Ball Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Medicineball,Compound,Intermediate,
Medicine Ball Hang Clean And Press,Lower back; Glutes; Front Shoulders,,,Push,Medicineball,Compound,Intermediate,
Medicine Ball Thruster,Glutes; Shoulders; Anterior Deltoid; Quads; Front Shoulders,,,Push,Medicineball,Compound,Intermediate,Anterior Deltoid
Band Floor Press,Triceps,Chest,,Push,Band,Compound,Beginner,Chest
Band Standing Good Morning,Glutes; Hamstrings; Lateral Hamstrings,Lower back,,Pull,Band,Compound,Beginner,Lateral Hamstrings
Band Single Arm Bent Over Row,Lats,Biceps,Forearms,Pull,Band,Compound,Novice,
Band Bent Over Row,Lats,Biceps,Forearms,Pull,Band,Compound,Beginner,
Band Bench Fly,Chest,,,Push,Band,Compound,Novice,Chest
Band Bench Press,Chest,Triceps; Lateral Head Triceps; Medial Head Triceps,Shoulders,Push,Band,Compound,Intermediate,Chest; Lateral Head Triceps; Medial Head Triceps
Band Press Around,Chest; Mid and Lower Chest,,,Push,Band,Compound,Beginner,Chest; Mid and Lower Chest
Band Pull Around,Lats,Biceps,Traps (mid-back),Pull,Band,Compound,Novice,Traps (mid-back)
Band Half Kneeling Single Arm Pulldown,Lats,Biceps,Lower Traps,Pull,Band,Compound,Novice,Lower Traps
Band Seated Single Arm Pulldown,Lats,Biceps,Lower Traps,Pull,Band,Compound,Novice,Lower Traps
Band Seated Pulldown,Lats,Biceps,Lower Traps,Pull,Band,Compound,Novice,Lower Traps
Band Kneeling Pulldown,Lats,Biceps,Lower Traps,Pull,Band,Compound,Novice,Lower Traps
Dumbbell Incline Skullcrusher,Triceps,,,Push,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Incline Skullcrusher,Triceps,,,Push,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Seated Overhead Tricep Extension,Triceps,,,Push,Dumbbells,Isolation,Intermediate,
Dumbbell Single Arm Incline Twisting Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Single Arm Incline Reverse Curl,Biceps,Forearms,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Single Arm Incline Hammer Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Single Arm Incline Curl,Biceps; Long Head Bicep,,,Pull,Dumbbells,Isolation,Novice,Long Head Bicep
Band Single Arm Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Pull,Band,Compound,Beginner,Lateral Deltoid
Band Single Arm Internally Rotated Chest Fly,Chest,,,Push,Band,Compound,Novice,Chest
Dumbbell Standing Single Arm Twisting Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Standing Single Arm Reverse Curl,Biceps,Forearms,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Standing Single Arm Hammer Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Standing Single Arm Curl,Biceps,,,Pull,Dumbbells,Isolation,Novice,
Dumbbell Seated Single Arm Full Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Pull,Dumbbells,Isolation,Beginner,Lateral Deltoid
Dumbbell Seated Single Arm Lateral Raise,Lateral Deltoid; Front Shoulders,,,Push,Dumbbells,Isolation,Novice,Lateral Deltoid
Dumbbell Seated Full Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Pull,Dumbbells,Isolation,Beginner,Lateral Deltoid
Bodyweight Superman Pull,Lower back,,,Pull,Bodyweight,Isolation,Novice,
Cable Behind The Back Lateral Raise,Shoulders; Lateral Deltoid; Front Shoulders,,,Push,Cables,Isolation,Beginner,Lateral Deltoid
Cable Bent Over Single Arm Overhead Tricep Extension,Triceps; Long Head Tricep,,,Push,Cables,Isolation,Beginner,Long Head Tricep
Cable Braced Wrist Extension,Forearms; Wrist Extensors,,,Push,Cables,Isolation,Novice,Wrist Extensors
Bodyweight Assisted Sissy Squat,Quads; Rectus Femoris,,,Push,Bodyweight,Isolation,Intermediate,Rectus Femoris
Cable Incline Fly Around,Chest; Upper Pectoralis,,,Push,Cables,Compound,Novice,Chest; Upper Pectoralis
Cable Incline Press Around,Chest; Mid and Lower Chest,,,Push,Cables,Compound,Novice,Chest; Mid and Lower Chest
Cable Pull Around,Lats,Biceps,Traps (mid-back),Pull,Cables,Compound,Novice,Traps (mid-back)
Cable Decline Press Around,Chest; Mid and Lower Chest,,,Push,Cables,Compound,Novice,Chest; Mid and Lower Chest
Cable Seated Rope Face Pull,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Cables,Isolation,Novice,Posterior Deltoid
Cable Seated Bar Face Pull,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Cables,Isolation,Novice,Posterior Deltoid
Cable Seated Single Arm Face Pull,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Cables,Isolation,Novice,Posterior Deltoid
Cable Bar Face Pull,Shoulders; Posterior Deltoid; Rear Shoulders,,,Pull,Cables,Isolation,Novice,Posterior Deltoid
Cable Braced Wrist Curl,Forearms; Wrist Flexors,,,Pull,Cables,Isolation,Novice,Wrist Flexors
Cable Bar Skullcrusher,Triceps; Long Head Tricep,,,Push,Cables,Isolation,Beginner,Long Head Tricep
Cable Single Arm Lat Prayer,Lats,,,Pull,Cables,Isolation,Advanced,
